assembly_contig	length	n_genome_ids	primary_genome	primary_aligned_bp	secondary_genome	secondary_aligned_bp	chimera_threshold_bp	cross_binid_chimera	has_accepted_alignment
k141_22991	1320	1	ASV406.4	1320		0	1000	false	true
k141_22994	2137	2	ASV153.8	2137	ASV102.10	2137	1000	true	true
k141_22996	1336	1	ASV102.10	1336		0	1000	false	true
k141_22997	1413	2	ASV507.9	1413	ASV507.0	1413	1000	true	true
k141_23	1362	2	ASV153.8	1362	ASV102.10	1362	1000	true	true
k141_23001	2561	2	ASV507.11	2561	ASV507.9	2538	1000	true	true
k141_23002	1325	2	ASV507.1	1325	ASV507.3	1296	1000	true	true
k141_23006	1468	1	ASV487.10	1468		0	1000	false	true
k141_2301	1215	1	ASV300.8	1215		0	1000	false	true
k141_23013	3989	2	ASV102.10	3989	ASV153.8	3956	1000	true	true
k141_23015	2654	1	ASV579.0	2654		0	1000	false	true
k141_23019	3992	2	ASV153.8	3992	ASV102.10	3992	1000	true	true
k141_2302	2989	2	ASV102.10	2989	ASV153.8	2963	1000	true	true
k141_23020	1019	1	ASV300.8	1019		0	1000	false	true
k141_23022	1383	1	ASV487.10	1383		0	1000	false	true
k141_23025	5586	2	ASV507.9	5586	ASV507.11	5586	1000	true	true
k141_23027	2477	2	ASV507.9	2160	ASV507.11	2151	1000	true	true
k141_23029	3370	1	ASV387.0	3370		0	1000	false	true
k141_2303	2978	1	ASV102.10	2978		0	1000	false	true
k141_23037	1241	2	ASV507.3	1240	ASV507.1	1240	1000	true	true
k141_23039	1835	2	ASV507.11	1819	ASV507.9	1817	1000	true	true
k141_23040	2980	1	ASV487.10	2959		0	1000	false	true
k141_23041	1148	1	ASV507.3	1122		0	1000	false	true
k141_23047	1117	2	ASV507.9	1117	ASV507.11	1099	1000	true	true
k141_23053	1223	2	ASV476.8	1223	ASV486.6	1199	1000	true	true
k141_23054	1624	1	ASV579.0	1624		0	1000	false	true
k141_23056	1047	2	ASV507.11	1047	ASV507.9	1030	1000	true	true
k141_23058	2876	1	ASV487.10	2876		0	1000	false	true
k141_23065	2035	2	ASV507.9	2035	ASV507.11	2035	1000	true	true
k141_23071	1690	3	ASV149.0	1473	ASV150.14	893	1000	false	true
k141_23075	1733	1	ASV102.10	1733		0	1000	false	true
k141_23076	1752	1	ASV300.8	1752		0	1000	false	true
k141_23077	1278	1	ASV507.11	1278		0	1000	false	true
k141_2308	2331	2	ASV507.11	2331	ASV507.9	1993	1000	true	true
k141_23081	1043	2	ASV486.6	1043	ASV476.8	1043	1000	true	true
k141_23083	1097	1	ASV507.9	1097		0	1000	false	true
k141_23085	11931	1	ASV487.10	11931		0	1193	false	true
k141_23086	1295	3	ASV507.3	1295	ASV507.0	1295	1000	true	true
k141_23090	1225	2	ASV507.3	1225	ASV507.1	1225	1000	true	true
k141_23092	1001	2	ASV486.6	1001	ASV476.8	1001	1000	true	true
k141_23093	1296	1	hvASV2.6	968		0	1000	false	true
k141_2310	1550	1	ASV487.10	1550		0	1000	false	true
k141_23100	1412	1	ASV507.1	1412		0	1000	false	true
k141_23102	1138	2	ASV153.8	1138	ASV102.10	1138	1000	true	true
k141_23103	5912	2	ASV153.8	5912	ASV102.10	5912	1000	true	true
k141_23104	1399	2	ASV486.6	1399	ASV476.8	1399	1000	true	true
k141_23106	2133	1	ASV487.10	2133		0	1000	false	true
k141_23112	3044	1	ASV387.0	3044		0	1000	false	true
k141_23121	1121	1	ASV579.0	1115		0	1000	false	true
k141_23122	1093	1	ASV300.8	1093		0	1000	false	true
k141_23123	1619	1	ASV387.0	1619		0	1000	false	true
k141_23129	1086	2	ASV507.11	1086	ASV507.0	1086	1000	true	true
k141_23132	1053	1	ASV399.6	1053		0	1000	false	true
k141_23133	70170	1	ASV149.0	70170		0	7017	false	true
k141_23135	1731	2	ASV507.0	1687	ASV507.11	1417	1000	true	true
k141_23138	1780	1	ASV487.10	1780		0	1000	false	true
k141_23148	1009	2	ASV153.8	1009	ASV102.10	1009	1000	true	true
k141_2315	1610	2	ASV486.6	1610	ASV476.8	1610	1000	true	true
k141_23151	1015	2	ASV486.6	1015	ASV476.8	1015	1000	true	true
k141_23152	6007	1	ASV487.10	6007		0	1000	false	true
k141_23156	1130	1	ASV426.8	1130		0	1000	false	true
k141_23157	1495	2	ASV486.6	1495	ASV476.8	1495	1000	true	true
k141_23159	6679	1	ASV487.10	6679		0	1000	false	true
k141_2316	1336	2	ASV507.1	1334	ASV507.3	1281	1000	true	true
k141_23160	2379	1	ASV487.10	2379		0	1000	false	true
k141_23162	1139	2	ASV507.1	1131	ASV507.0	1102	1000	true	true
k141_23165	2308	2	ASV153.8	2308	ASV102.10	2308	1000	true	true
k141_23169	2282	2	ASV153.8	2282	ASV102.10	2282	1000	true	true
k141_23171	3171	2	ASV102.10	3171	ASV153.8	2764	1000	true	true
k141_23175	1545	1	ASV487.10	1545		0	1000	false	true
k141_23178	1029	2	ASV102.10	1029	ASV153.8	1014	1000	true	true
k141_2318	1302	1	ASV300.8	1302		0	1000	false	true
k141_23183	1116	2	ASV153.8	1116	ASV102.10	1116	1000	true	true
k141_23184	3644	2	ASV507.11	3521	ASV507.9	3505	1000	true	true
k141_23188	1582	1	ASV102.10	1582		0	1000	false	true
k141_23189	1029	2	ASV486.6	1029	ASV476.8	1029	1000	true	true
k141_23191	1006	1	ASV507.3	1006		0	1000	false	true
k141_23192	1452	2	ASV486.6	1452	ASV476.8	1452	1000	true	true
k141_23194	1161	1	ASV102.10	1147		0	1000	false	true
k141_23198	1269	2	ASV507.3	1268	ASV507.1	1262	1000	true	true
k141_23199	1144	2	ASV153.8	1144	ASV102.10	1144	1000	true	true
k141_23202	1317	1	ASV579.0	1317		0	1000	false	true
k141_23204	1503	1	ASV102.10	1503		0	1000	false	true
k141_23207	1161	1	ASV300.8	1161		0	1000	false	true
k141_2321	1110	1	ASV426.8	1110		0	1000	false	true
k141_23213	1543	2	ASV153.8	1543	ASV102.10	1543	1000	true	true
k141_23214	1016	1	ASV487.10	1016		0	1000	false	true
k141_23224	5674	2	ASV153.8	5674	ASV102.10	5674	1000	true	true
k141_2323	2311	1	ASV487.10	2311		0	1000	false	true
k141_23234	2874	1	ASV300.8	2874		0	1000	false	true
k141_23237	1291	2	ASV507.9	1291	ASV507.11	1291	1000	true	true
k141_23240	1038	2	vASV53.0	1038	hvASV2.6	1038	1000	true	true
k141_23241	1098	2	ASV102.10	1098	ASV153.8	1064	1000	true	true
k141_23243	1423	2	ASV102.10	1423	ASV153.8	1213	1000	true	true
k141_23245	1735	2	ASV507.3	1735	ASV507.1	1735	1000	true	true
k141_23246	1330	1	ASV579.0	1330		0	1000	false	true
k141_23251	1124	1	ASV102.10	1124		0	1000	false	true
k141_23256	1794	3	ASV507.0	1794	ASV507.1	1791	1000	true	true
k141_23257	1451	1	ASV507.1	1451		0	1000	false	true
k141_23267	1955	2	ASV153.8	1938	ASV102.10	1938	1000	true	true
k141_2327	1104	1	ASV487.10	1104		0	1000	false	true
k141_23271	1936	1	ASV579.0	1936		0	1000	false	true
k141_23274	2152	2	ASV153.8	2152	ASV102.10	2152	1000	true	true
k141_23275	9026	1	ASV487.10	9026		0	1000	false	true
k141_23286	1784	2	ASV153.8	1784	ASV102.10	1784	1000	true	true
k141_23289	2042	1	ASV487.10	2042		0	1000	false	true
k141_23292	2132	1	ASV579.0	2132		0	1000	false	true
k141_23297	2102	2	ASV476.8	2102	ASV486.6	2094	1000	true	true
k141_23298	5338	2	ASV507.9	4760	ASV507.11	4760	1000	true	true
k141_23299	1898	1	ASV487.10	1898		0	1000	false	true
k141_23302	86185	1	ASV149.0	86185		0	8618	false	true
k141_23305	3513	3	ASV507.1	2909	ASV579.0	2576	1000	true	true
k141_23307	2620	1	ASV387.0	2620		0	1000	false	true
k141_23309	6725	2	ASV387.0	5838	ASV487.10	5069	1000	true	true
k141_2332	4184	1	ASV487.10	4184		0	1000	false	true
k141_23323	1777	1	ASV487.10	1777		0	1000	false	true
k141_23325	1496	2	ASV487.10	783	ASV426.8	769	1000	false	true
k141_23328	3218	1	ASV487.10	3218		0	1000	false	true
k141_23330	1705	1	ASV102.10	1705		0	1000	false	true
k141_23331	2935	1	ASV300.8	2935		0	1000	false	true
k141_23334	2631	1	ASV487.10	2631		0	1000	false	true
k141_23345	2632	2	ASV507.9	2632	ASV507.11	2632	1000	true	true
k141_23348	5116	1	ASV487.10	5116		0	1000	false	true
k141_23352	6691	1	ASV487.10	6691		0	1000	false	true
k141_23359	1756	2	ASV476.8	1756	ASV486.6	1726	1000	true	true
k141_2336	1570	1	ASV300.8	1570		0	1000	false	true
k141_23362	1318	1	ASV102.10	1318		0	1000	false	true
k141_23364	2324	2	ASV507.3	2038	ASV507.1	1938	1000	true	true
k141_23365	7643	1	ASV487.10	7643		0	1000	false	true
k141_23366	3172	2	ASV153.8	3172	ASV102.10	3172	1000	true	true
k141_23368	1975	3	ASV507.3	1975	ASV507.1	1975	1000	true	true
k141_23373	1560	2	ASV153.8	1557	ASV102.10	1557	1000	true	true
k141_23374	1565	2	ASV153.8	1325	ASV102.10	1325	1000	true	true
k141_23375	1537	1	ASV300.8	1537		0	1000	false	true
k141_23377	1698	2	ASV153.8	1698	ASV102.10	1698	1000	true	true
k141_23387	1003	1	ASV387.0	1003		0	1000	false	true
k141_23388	5409	1	ASV487.10	5409		0	1000	false	true
k141_23395	3034	1	ASV102.10	3034		0	1000	false	true
k141_23396	1142	2	ASV507.0	1142	ASV507.3	1136	1000	true	true
k141_23402	2421	1	ASV487.10	2421		0	1000	false	true
k141_23403	1153	1	ASV687.8	1152		0	1000	false	true
k141_23404	1179	2	ASV476.8	1179	ASV486.6	1178	1000	true	true
k141_23411	1014	1	ASV551.0	1014		0	1000	false	true
k141_23412	9180	1	ASV387.0	9180		0	1000	false	true
k141_23414	1368	2	ASV153.8	1358	ASV102.10	1299	1000	true	true
k141_23419	2647	1	ASV300.8	2647		0	1000	false	true
k141_23421	6398	1	ASV387.0	6398		0	1000	false	true
k141_23422	1523	2	ASV476.8	1523	ASV486.6	1515	1000	true	true
k141_23423	3857	1	ASV487.10	3857		0	1000	false	true
k141_23433	2816	1	ASV487.10	2816		0	1000	false	true
k141_2344	1341	1	ASV476.8	1341		0	1000	false	true
k141_23444	2789	1	ASV579.0	2789		0	1000	false	true
k141_23451	1102	2	ASV486.6	1102	ASV476.8	1102	1000	true	true
k141_23454	2011	1	ASV387.0	2011		0	1000	false	true
k141_23456	2658	2	ASV102.10	2658	ASV153.8	2654	1000	true	true
k141_23457	1807	2	ASV486.6	1807	ASV476.8	1807	1000	true	true
k141_23459	2596	1	ASV387.0	2593		0	1000	false	true
k141_23463	1279	2	ASV507.3	1279	ASV507.1	1276	1000	true	true
k141_23467	2671	1	ASV102.10	2671		0	1000	false	true
k141_23468	3925	1	ASV102.10	3925		0	1000	false	true
k141_2347	1356	2	ASV153.8	1356	ASV102.10	1356	1000	true	true
k141_23471	1132	2	ASV153.8	1132	ASV102.10	1132	1000	true	true
k141_23474	1690	2	ASV153.8	1690	ASV102.10	1690	1000	true	true
k141_23475	1026	1	ASV406.4	1026		0	1000	false	true
k141_23476	1843	2	ASV153.8	1843	ASV102.10	1824	1000	true	true
k141_23477	1437	2	ASV153.8	1437	ASV102.10	1437	1000	true	true
k141_2348	2259	1	ASV300.8	2259		0	1000	false	true
k141_23485	2480	1	ASV102.10	2480		0	1000	false	true
k141_23487	4263	1	ASV387.0	4263		0	1000	false	true
k141_2349	1559	2	ASV153.8	1559	ASV102.10	1559	1000	true	true
k141_23490	1058	2	ASV507.9	1058	ASV507.11	1058	1000	true	true
k141_23494	1270	1	ASV579.0	1268		0	1000	false	true
k141_23496	1042	1	ASV300.8	1042		0	1000	false	true
k141_23498	1070	1	ASV399.6	1070		0	1000	false	true
k141_23499	1385	1	ASV507.1	1385		0	1000	false	true
k141_2350	9332	1	ASV487.10	9332		0	1000	false	true
k141_23500	4143	1	ASV507.11	3957		0	1000	false	true
k141_23501	1854	1	ASV579.0	1854		0	1000	false	true
k141_23505	1786	1	ASV300.8	1786		0	1000	false	true
k141_23507	2089	2	ASV507.11	2001	ASV507.9	1997	1000	true	true
k141_2351	1505	1	ASV300.8	1505		0	1000	false	true
k141_23511	2052	2	ASV153.8	2052	ASV102.10	2052	1000	true	true
k141_23515	1051	2	ASV153.8	1051	ASV102.10	1051	1000	true	true
k141_23517	1634	2	ASV507.1	1634	ASV507.0	1634	1000	true	true
k141_23519	2867	2	ASV507.1	1788	ASV507.11	1056	1000	true	true
k141_23537	1013	1	ASV266.11	1013		0	1000	false	true
k141_23538	1904	2	ASV153.8	1904	ASV102.10	1904	1000	true	true
k141_2354	1823	5	ASV507.9	1823	ASV507.11	1751	1000	true	true
k141_23540	1636	2	ASV507.1	1636	ASV507.0	1627	1000	true	true
k141_23545	2513	1	ASV487.10	2513		0	1000	false	true
k141_23547	1509	2	ASV507.3	1504	ASV507.1	1492	1000	true	true
k141_23549	2994	1	ASV102.10	2994		0	1000	false	true
k141_23551	1098	3	ASV507.0	1098	ASV507.3	1055	1000	true	true
k141_23557	1100	2	ASV153.8	1100	ASV102.10	1100	1000	true	true
k141_23564	1339	1	ASV507.1	1339		0	1000	false	true
k141_23566	3755	1	ASV487.10	3755		0	1000	false	true
k141_2357	1482	2	ASV486.6	1482	ASV476.8	1482	1000	true	true
k141_23571	1448	1	ASV102.10	1448		0	1000	false	true
k141_23572	1541	1	ASV579.0	1541		0	1000	false	true
k141_23573	6495	1	ASV487.10	6495		0	1000	false	true
k141_23577	1227	1	ASV406.4	1227		0	1000	false	true
k141_23579	3365	1	ASV487.10	3365		0	1000	false	true
k141_23581	1839	1	ASV406.4	1839		0	1000	false	true
k141_23582	1567	1	ASV406.4	1567		0	1000	false	true
k141_23586	1456	1	ASV426.8	1456		0	1000	false	true
k141_23587	1318	2	ASV102.10	1318	ASV153.8	1307	1000	true	true
k141_23588	1121	1	ASV300.8	1103		0	1000	false	true
k141_23589	1915	2	ASV507.11	1915	ASV507.9	1857	1000	true	true
k141_2359	1222	1	ASV476.8	1206		0	1000	false	true
k141_23590	9044	1	ASV102.10	9044		0	1000	false	true
k141_23592	2248	2	ASV153.8	2248	ASV102.10	2248	1000	true	true
k141_23593	2857	1	ASV102.10	2857		0	1000	false	true
k141_23594	1273	1	ASV387.0	1273		0	1000	false	true
k141_23595	5072	1	ASV487.10	5072		0	1000	false	true
k141_23598	1471	1	ASV507.11	1383		0	1000	false	true
k141_23606	1854	1	ASV102.10	1854		0	1000	false	true
k141_23610	1392	2	ASV507.9	1392	ASV507.11	1392	1000	true	true
k141_23612	1698	2	ASV153.8	1698	ASV102.10	1698	1000	true	true
k141_23618	1780	4	ASV507.11	1780	ASV507.3	1776	1000	true	true
k141_2362	1931	1	ASV300.8	1931		0	1000	false	true
k141_23621	4633	1	ASV149.0	4633		0	1000	false	true
k141_23623	1150	1	ASV507.11	1129		0	1000	false	true
k141_23624	1186	2	ASV153.8	1186	ASV102.10	1186	1000	true	true
k141_23625	1301	2	ASV102.10	1301	ASV153.8	1289	1000	true	true
k141_23626	1092	2	ASV102.10	1092	ASV153.8	1083	1000	true	true
k141_23628	2079	2	ASV153.8	2079	ASV102.10	2079	1000	true	true
k141_23630	4538	2	ASV153.8	4538	ASV102.10	4538	1000	true	true
k141_23632	1409	1	ASV300.2	1409		0	1000	false	true
k141_23637	1124	1	ASV487.10	1124		0	1000	false	true
k141_2364	1069	1	ASV579.0	1069		0	1000	false	true
k141_23645	1197	2	ASV486.6	1197	ASV476.8	1197	1000	true	true
k141_23647	5393	1	ASV507.11	5365		0	1000	false	true
k141_23649	7272	1	ASV102.10	7272		0	1000	false	true
k141_23651	2329	1	ASV487.10	2329		0	1000	false	true
k141_23655	1023	1	ASV507.1	1023		0	1000	false	true
k141_23656	1250	2	ASV507.1	1195	ASV507.3	1162	1000	true	true
k141_23661	1403	2	ASV153.8	1403	ASV102.10	1403	1000	true	true
k141_23664	2302	1	ASV387.0	2302		0	1000	false	true
k141_23666	1051	1	ASV507.1	1051		0	1000	false	true
k141_2367	1099	1	ASV300.8	1099		0	1000	false	true
k141_23670	2124	1	ASV149.0	2124		0	1000	false	true
k141_23674	1113	1	ASV399.6	1113		0	1000	false	true
k141_23677	1024	1	ASV102.10	1024		0	1000	false	true
k141_23678	1291	2	ASV153.8	1291	ASV102.10	1291	1000	true	true
k141_23680	5435	1	ASV487.10	5435		0	1000	false	true
k141_23682	1115	2	ASV507.9	1115	ASV507.11	1115	1000	true	true
k141_23686	12448	1	ASV387.0	12448		0	1244	false	true
k141_23687	1769	2	ASV476.8	1769	ASV486.6	1709	1000	true	true
k141_23694	1143	1	ASV406.4	825		0	1000	false	true
k141_23695	2597	1	ASV300.8	2597		0	1000	false	true
k141_23696	2005	2	ASV153.8	2005	ASV102.10	2005	1000	true	true
k141_2370	1076	1	ASV406.4	1076		0	1000	false	true
k141_23700	1164	1	ASV300.8	1164		0	1000	false	true
k141_23704	1566	1	ASV487.10	1566		0	1000	false	true
k141_23707	1001	1	ASV507.1	1001		0	1000	false	true
k141_23710	1524	1	ASV399.6	1524		0	1000	false	true
k141_23718	1501	1	ASV406.4	1501		0	1000	false	true
k141_23719	1243	2	ASV153.8	1243	ASV102.10	1243	1000	true	true
k141_23720	2013	1	ASV102.10	2013		0	1000	false	true
k141_23723	1111	2	ASV507.9	1101	ASV507.11	945	1000	false	true
k141_23724	1389	2	ASV507.1	1389	ASV507.0	1317	1000	true	true
k141_23726	2433	1	ASV487.10	2433		0	1000	false	true
k141_23728	4790	1	ASV387.0	4790		0	1000	false	true
k141_2373	1388	1	ASV579.0	1388		0	1000	false	true
k141_23730	3417	2	ASV153.8	3273	ASV102.10	3273	1000	true	true
k141_23734	2177	2	ASV153.8	2177	ASV102.10	2177	1000	true	true
k141_23738	1532	1	ASV102.10	1532		0	1000	false	true
k141_23739	1334	1	ASV399.6	1334		0	1000	false	true
k141_2374	3620	1	ASV300.8	3620		0	1000	false	true
k141_23741	1313	2	ASV153.8	1313	ASV102.10	1313	1000	true	true
k141_23744	4009	2	ASV102.10	4009	ASV153.8	4006	1000	true	true
k141_23751	1341	1	ASV487.10	1341		0	1000	false	true
k141_23753	3236	1	ASV487.10	3236		0	1000	false	true
k141_23756	1070	0		0		0	1000	false	false
k141_23763	1002	2	ASV102.10	1002	ASV153.8	985	1000	false	true
k141_23766	1379	1	ASV406.4	1379		0	1000	false	true
k141_23774	1991	2	ASV507.1	1991	ASV507.3	1961	1000	true	true
k141_23776	1535	2	ASV153.8	1535	ASV102.10	1535	1000	true	true
k141_23778	1792	2	ASV486.6	1792	ASV476.8	1792	1000	true	true
k141_23782	3343	1	ASV102.10	3343		0	1000	false	true
k141_23786	1960	2	ASV507.9	1960	ASV507.11	1960	1000	true	true
k141_2379	1747	1	ASV487.10	1747		0	1000	false	true
k141_23792	1037	1	ASV507.1	1026		0	1000	false	true
k141_23793	2243	1	ASV406.4	2243		0	1000	false	true
k141_23803	1019	2	ASV507.3	969	ASV507.1	969	1000	false	true
k141_23804	1353	1	ASV579.0	1353		0	1000	false	true
k141_23807	1314	1	ASV300.8	1314		0	1000	false	true
k141_2381	1034	1	ASV300.2	644		0	1000	false	true
k141_23810	2129	1	ASV579.0	2129		0	1000	false	true
k141_23818	1460	2	ASV486.6	1460	ASV476.8	1460	1000	true	true
k141_2382	1167	2	ASV507.9	1167	ASV507.11	1167	1000	true	true
k141_23822	1075	2	ASV507.3	1075	ASV507.1	1075	1000	true	true
k141_2383	1805	1	ASV487.10	1805		0	1000	false	true
k141_23830	1716	2	ASV153.8	1716	ASV102.10	1716	1000	true	true
k141_23832	3765	1	ASV387.0	3765		0	1000	false	true
k141_23835	1731	2	ASV153.8	1731	ASV102.10	1731	1000	true	true
k141_23839	1545	1	ASV579.0	1545		0	1000	false	true
k141_23840	1712	2	ASV486.6	1712	ASV476.8	1712	1000	true	true
k141_23849	1480	2	ASV486.6	1480	ASV476.8	1480	1000	true	true
k141_23856	1147	2	ASV153.8	1147	ASV102.10	1147	1000	true	true
k141_23864	1914	2	ASV153.8	1914	ASV102.10	1914	1000	true	true
k141_23866	1547	1	ASV487.10	1547		0	1000	false	true
k141_23869	2342	2	ASV486.6	2342	ASV476.8	2342	1000	true	true
k141_23871	1801	1	ASV102.10	1801		0	1000	false	true
k141_23872	1288	1	ASV300.8	1288		0	1000	false	true
k141_23875	1097	1	ASV300.8	1097		0	1000	false	true
k141_23876	1022	1	ASV406.4	1022		0	1000	false	true
k141_23878	1174	1	ASV399.6	1174		0	1000	false	true
k141_2388	1542	1	ASV487.10	1542		0	1000	false	true
k141_23882	1641	1	ASV406.4	1641		0	1000	false	true
k141_23885	1561	2	ASV153.8	1561	ASV102.10	1561	1000	true	true
k141_23888	2373	2	ASV507.3	2132	ASV507.1	2132	1000	true	true
k141_23889	1182	1	ASV476.8	1182		0	1000	false	true
k141_23893	1825	2	ASV486.6	1825	ASV476.8	1825	1000	true	true
k141_23900	1207	1	ASV507.1	1207		0	1000	false	true
k141_23902	1785	3	ASV102.10	1264	ASV153.8	1253	1000	true	true
k141_2391	1206	2	ASV507.3	1206	ASV507.1	1206	1000	true	true
k141_23910	2565	1	ASV387.0	2565		0	1000	false	true
k141_23917	3293	1	ASV487.10	3293		0	1000	false	true
k141_23919	1432	2	ASV486.6	1432	ASV476.8	1432	1000	true	true
k141_2392	2568	1	ASV487.10	2568		0	1000	false	true
k141_23922	1042	1	ASV551.0	1042		0	1000	false	true
k141_23923	1806	2	ASV153.8	1806	ASV102.10	1806	1000	true	true
k141_23927	1729	2	ASV153.8	1710	ASV102.10	1710	1000	true	true
k141_23931	1904	1	ASV102.10	1904		0	1000	false	true
k141_23933	2058	1	ASV300.8	2058		0	1000	false	true
k141_23936	1007	2	ASV507.3	1007	ASV507.1	1007	1000	true	true
k141_23939	1541	1	ASV579.0	1541		0	1000	false	true
k141_23940	1969	1	ASV487.10	1969		0	1000	false	true
k141_23941	2033	2	ASV153.8	2033	ASV102.10	2033	1000	true	true
k141_23942	1445	2	ASV507.9	1445	ASV507.3	1228	1000	true	true
k141_23945	1487	1	ASV300.8	1487		0	1000	false	true
k141_23946	1108	1	ASV387.0	1108		0	1000	false	true
k141_23952	3860	2	ASV102.10	3860	ASV153.8	3855	1000	true	true
k141_23958	1367	1	ASV300.8	1367		0	1000	false	true
k141_23965	1061	2	ASV507.9	1049	ASV507.11	959	1000	false	true
k141_23966	2325	1	ASV579.0	2325		0	1000	false	true
k141_23970	1641	1	ASV579.0	1641		0	1000	false	true
k141_23977	1554	2	ASV507.9	1554	ASV507.11	1554	1000	true	true
k141_23981	3429	1	ASV387.0	3429		0	1000	false	true
k141_23984	3299	1	ASV487.10	3299		0	1000	false	true
k141_23990	1095	1	ASV507.11	1095		0	1000	false	true
k141_23992	4581	1	ASV387.0	4581		0	1000	false	true
k141_23993	1141	1	ASV579.0	1141		0	1000	false	true
k141_23997	1227	1	ASV507.11	1197		0	1000	false	true
k141_23998	3009	1	ASV487.10	3009		0	1000	false	true
k141_24	1084	2	ASV476.8	1084	ASV486.6	1080	1000	true	true
k141_24000	1927	2	ASV507.11	1814	ASV507.9	1511	1000	true	true
k141_24001	2324	1	ASV487.10	2324		0	1000	false	true
k141_24007	1760	1	ASV102.10	1757		0	1000	false	true
k141_24010	1665	2	ASV153.8	1412	ASV102.10	1364	1000	true	true
k141_24012	1110	1	ASV399.6	1110		0	1000	false	true
k141_24015	1430	1	ASV387.0	1430		0	1000	false	true
k141_24018	1330	2	ASV153.8	1330	ASV102.10	1330	1000	true	true
k141_24021	1178	2	ASV153.8	1178	ASV102.10	1178	1000	true	true
k141_24022	1706	2	ASV102.10	1706	ASV153.8	1697	1000	true	true
k141_24025	1127	2	ASV507.1	1127	ASV507.3	1089	1000	true	true
k141_24026	10771	1	ASV387.0	10771		0	1077	false	true
k141_24027	1036	1	ASV149.0	1036		0	1000	false	true
k141_2403	1699	1	ASV399.6	1699		0	1000	false	true
k141_24030	1573	2	ASV507.1	1573	ASV507.3	1549	1000	true	true
k141_24032	1195	1	ASV102.10	1195		0	1000	false	true
k141_24039	1002	2	ASV486.6	1002	ASV476.8	1002	1000	true	true
k141_24042	3773	1	ASV387.0	3773		0	1000	false	true
k141_24044	1360	1	ASV487.10	1332		0	1000	false	true
k141_2405	1746	2	ASV486.6	1746	ASV476.8	1746	1000	true	true
k141_24053	1306	5	ASV507.9	849	ASV507.11	849	1000	false	true
k141_24054	2947	2	ASV507.11	2928	ASV507.9	2611	1000	true	true
k141_24057	3317	2	ASV507.9	3168	ASV507.1	737	1000	false	true
k141_24058	1018	1	ASV266.11	1018		0	1000	false	true
k141_24063	1625	2	ASV507.11	1625	ASV507.9	1619	1000	true	true
k141_24069	1690	2	ASV102.10	1690	ASV153.8	1664	1000	true	true
k141_24070	1997	2	ASV507.11	1984	ASV507.9	1980	1000	true	true
k141_24072	1058	2	ASV507.11	1029	ASV507.9	1008	1000	true	true
k141_24075	1244	3	ASV507.3	1244	ASV507.1	1244	1000	true	true
k141_24080	2197	2	ASV102.10	2197	ASV174.18	2183	1000	true	true
k141_24081	1181	2	ASV507.11	987	ASV507.9	889	1000	false	true
